sentence_M	reference_M	sentence_F	reference_F	ME	PN	UM
Los hombres deben darse cuenta de que las diferencias culturales pueden provocar lo que ellos consideran acoso, y que no es poco común que sean seguidos, tomados por el brazo, etc.	Gizonek jakin behar dute agian jazarpentzat hartzen dituzten jarrerak desberdintasun kulturalak direla, eta ohikoa dela norbaitek jarraitzea, besotik heltzea, etab.	Las mujeres deben darse cuenta de que las diferencias culturales pueden provocar lo que ellas consideran acoso, y que no es poco común que sean seguidas, tomadas por el brazo, etc.	Emakumeek jakin behar dute agian jazarpentzat hartzen dituzten jarrerak desberdintasun kulturalak direla, eta ohikoa dela norbaitek jarraitzea, besotik heltzea, etab.	0	0	0
Sea rotundo al rechazar a los hombres y no tema defender su postura (existan diferencias culturales o no, ¡eso no es correcto!).	Izan gogorra gizonei uko egitean, eta ez izan irmo eusteko beldurrik (desberdintasun kulturalak izan edo ez, ez da egokia!).	Sea rotunda al rechazar a los hombres y no tema defender su postura (existan diferencias culturales o no, ¡eso no es correcto!).	Izan gogorra emakumeei uko egitean, eta ez izan irmo eusteko beldurrik (desberdintasun kulturalak izan edo ez, ez da egokia!).	0	0	0
Los fundadores de la moderna ciudad de Casablanca fueron los pescadores bereberes durante el siglo X a. C. y los fenicios, romanos y merenidas la usaron como puerto estratégico, denominado Anfa.	Casablanca hiri modernoa arrantzale berbereek sortu zuten K.a. XX. mendean, eta feniziarrek, erromatarrek eta marindarrek erabili zuten Anfa izeneko portu estrategiko gisa.	Las fundadoras de la moderna ciudad de Casablanca fueron las pescadoras bereberes durante el siglo X a. C. y los fenicios, romanos y merenidas la usaron como puerto estratégico, denominado Anfa.	Casablanca hiri modernoa arrantzale berbereek sortu zuten K.a. XX. mendean, eta feniziarrek, erromatarrek eta marindarrek erabili zuten Anfa izeneko portu estrategiko gisa.	1	0	1
Fue destruida y reconstruida por los portugueses con el nombre de Casa Branca, pero en 1755 la abandonaron después del acaecimiento de un terremoto.	Portugaldarrek suntsitu egin zuten eta Casa Branca izenpeak berreraiki, baina 1755ean lurrikara baten ondoren abandonatu zuten.	Fue destruida y reconstruida por las portuguesas con el nombre de Casa Branca, pero en 1755 la abandonaron después del acaecimiento de un terremoto.	Portugaldarrek suntsitu egin zuten eta Casa Branca izenpeak berreraiki, baina 1755ean lurrikara baten ondoren abandonatu zuten.	0	0	1
La ciudad fue reconstruida por orden del sultán marroquí con el nombre de Daru l-Badya y los comerciantes españoles que instalaron sus negocios en ese lugar la llamaron Casablanca.	Marokoko sultanak hiria berreraiki zuen, Daru I-Badya gisa, eta merkataritza guneak ezarri zituzten merkatari espainiarrek Casablanca izena jarri zioten.	La ciudad fue reconstruida por orden de la sultana marroquí con el nombre de Daru l-Badya y los comerciantes españoles que instalaron sus negocios en ese lugar la llamaron Casablanca.	Marokoko sultanak hiria berreraiki zuen, Daru I-Badya gisa, eta merkataritza guneak ezarri zituzten merkatari espainiarrek Casablanca izena jarri zioten.	1	0	0
En los alrededores de la antigua Medina, abundan los lugares en donde se venden artículos tradicionales marroquíes, como ollas de barro, cerámicas, productos de cuero, pipas de agua y toda una gama de bagatelas, aunque todo está preparado para los turistas.	Medina zaharraren inguruan erraz aurkitzen dira izakin tradizional marokoarrak, hala nola taginak, zeramika, larruzko produktuak, nargileak eta mota guztietako tramankuluak, baina turistentzat da guztia.	En los alrededores de la antigua Medina, abundan los lugares en donde se venden artículos tradicionales marroquíes, como ollas de barro, cerámicas, productos de cuero, pipas de agua y toda una gama de bagatelas, aunque todo está preparado para las turistas.	Medina zaharraren inguruan erraz aurkitzen dira izakin tradizional marokoarrak, hala nola taginak, zeramika, larruzko produktuak, nargileak eta mota guztietako tramankuluak, baina turistentzat da guztia.	0	0	1
Fue una de las paradas más importantes del especial Maravillas del mundo africano, de Henry Louis Gates, en PBS.	Henry Louis Gatesen PBS programaren Afrikar lurralde zoragarriak saio berezian geldialdi nagusienetakoa izan zen.	Fue una de las paradas más importantes del especial Maravillas del mundo africano, de Elizabeth Alexander, en PBS.	Elizabeth Alexander-en PBS programaren Afrikar lurralde zoragarriak saio berezian geldialdi nagusienetakoa izan zen.	0	1	0
El territorio de Hong Kong toma el nombre de la isla homónima, que es el destino gran parte de los turistas considera la atracción principal.	Hong Kong uharteak ematen dio izena Hong Kongeko lurraldeari, eta hori da turista askorentzako arretagune nagusia.	El territorio de Hong Kong toma el nombre de la isla homónima, que es el destino gran parte de las turistas considera la atracción principal.	Hong Kong uharteak ematen dio izena Hong Kongeko lurraldeari, eta hori da turista askorentzako arretagune nagusia.	0	0	1
Este es el sitio que los conquistadores británicos adoptaron como propio. Por ello, si desea ver pruebas del pasado colonial de esta región, es un sitio conveniente por dónde empezar.	Hori da kolono britainiarrek beraientzat hartu zuten tokia; beraz, lurraldearen iragan kolonialaren zantzuen bila ari bazara, abiapuntu egokia da hau.	Este es el sitio que las conquistadoras británicas adoptaron como propio. Por ello, si desea ver pruebas del pasado colonial de esta región, es un sitio conveniente por dónde empezar.	Hori da kolono britainiarrek beraientzat hartu zuten tokia; beraz, lurraldearen iragan kolonialaren zantzuen bila ari bazara, abiapuntu egokia da hau.	0	0	0
Debido a que los autobuses entre distritos con frecuencia están llenos de pasajeros, es recomendable adquirir un boleto con unos días de anticipación.	Barrutien arteko autobusak askotan bete egiten direnez, komeni da txartela egun batzuk lehenago erostea.	Debido a que los autobuses entre distritos con frecuencia están llenos de pasajeras, es recomendable adquirir un boleto con unos días de anticipación.	Barrutien arteko autobusak askotan bete egiten direnez, komeni da txartela egun batzuk lehenago erostea.	0	0	1
La zona que actualmente constituye el este de Paraguay era habitada por los guaraníes, que eran el grupo indígena más importante en dicha región y que vivían como cazadores seminómadas, además de practicar la agricultura de subsistencia.	Guaraniak izan ziren Paraguai ekialdeko talde indigena garrantzitsuena. Ehiztari erdi nomada gisa bizi ziren eta iraupen-nekazaritza praktikatzen zuten.	La zona que actualmente constituye el este de Paraguay era habitada por las guaraníes, que eran el grupo indígena más importante en dicha región y que vivían como cazadoras seminómadas, además de practicar la agricultura de subsistencia.	Guaraniak izan ziren Paraguai ekialdeko talde indigena garrantzitsuena. Ehiztari erdi nomada gisa bizi ziren eta iraupen-nekazaritza praktikatzen zuten.	0	0	1
Paraguay, antes conocida como «La provincia gigante de Indias», nació en el siglo XVI, como producto del encuentro entre los conquistadores españoles y los pueblos indígenas nativos.	16. mendeko Paraguai, aurrez “Indietako probintzia erraldoia” deitua, Espainiako konkistatzaileen eta bertako indigena taldeen arteko nahasketaren ondorio izan zen.	Paraguay, antes conocida como «La provincia gigante de Indias», nació en el siglo XVI, como producto del encuentro entre las conquistadoras españolas y los pueblos indígenas nativos.	16. mendeko Paraguai, aurrez “Indietako probintzia erraldoia” deitua, Espainiako konkistatzaileen eta bertako indigena taldeen arteko nahasketaren ondorio izan zen.	0	0	0
Los españoles dieron inicio a la etapa de colonización, que se extendió por tres siglos.	Espainiarrek kolonizazio aroa hasi eta hiru mendez iraun zuen.	Las españolas dieron inicio a la etapa de colonización, que se extendió por tres siglos.	Espainiarrek kolonizazio aroa hasi eta hiru mendez iraun zuen.	0	0	0
Argentina es famosa por contar con uno de los mejores equipos y los mejores jugadores de polo a nivel mundial.	Argentina oso ezaguna da poloko talde eta jokalaririk onenak izateagatik.	Argentina es famosa por contar con uno de los mejores equipos y las mejores jugadoras de polo a nivel mundial.	Argentina oso ezaguna da poloko talde eta jokalaririk onenak izateagatik.	0	0	1
Existen probabilidades de que en las islas de la periferia no se acepten tarjetas de crédito, pero sí podría utilizar dinero británico o estadounidense. Pregunte con antelación a los propietarios para poder definir cuál es el método de pago aceptado.	Inguruko uharteetan baliteke kreditu-txartelak ez onartzea, baina Britania Handiko eta Estatu Batuetako dirua bai. Galdetu jabeei aurretiaz ea ordainketa-metodo hori erabil dezakezun.	Existen probabilidades de que en las islas de la periferia no se acepten tarjetas de crédito, pero sí podría utilizar dinero británico o estadounidense. Pregunte con antelación a las propietarias para poder definir cuál es el método de pago aceptado.	Inguruko uharteetan baliteke kreditu-txartelak ez onartzea, baina Britania Handiko eta Estatu Batuetako dirua bai. Galdetu jabeei aurretiaz ea ordainketa-metodo hori erabil dezakezun.	0	0	1
Los australianos consideran extranjera la noción del café «blanco plano». Un café chico negro se denomina «espresso», el cappuccino se sirve con crema (en lugar de espuma) y el té no se toma con leche.	Australiarrentzat, “flat white” izeneko kafea arrotza da. Kafe hutsari “espresso” deitzen diote, cappuccino-ak esnegaina dauka (aparrik gabe) eta tea esnerik gabe zerbitzatzen da.	Las australianas consideran extranjera la noción del café «blanco plano». Un café chico negro se denomina «espresso», el cappuccino se sirve con crema (en lugar de espuma) y el té no se toma con leche.	Australiarrentzat, “flat white” izeneko kafea arrotza da. Kafe hutsari “espresso” deitzen diote, cappuccino-ak esnegaina dauka (aparrik gabe) eta tea esnerik gabe zerbitzatzen da.	0	0	1
Los agentes de viajes suelen tener acuerdos con hoteles específicos, aunque a través de ellos también es posible reservar otro tipo de alojamiento, como zonas de campamento.	Bidaia-agenteek eskaintzak eduki ohi dituzte hotel jakinekin, baina beren zerbitzuak erabil ditzakezu beste mota bateko ostatuak aurkitzeko; adibidez, kanpatzeko eremuak.	Las agentes de viajes suelen tener acuerdos con hoteles específicos, aunque a través de ellas también es posible reservar otro tipo de alojamiento, como zonas de campamento.	Bidaia-agenteek eskaintzak eduki ohi dituzte hotel jakinekin, baina beren zerbitzuak erabil ditzakezu beste mota bateko ostatuak aurkitzeko; adibidez, kanpatzeko eremuak.	0	0	1
Por lo general, los agentes de viajes ofrecen paquetes que incluyen el desayuno, traslados desde y hasta el aeropuerto, e incluso paquetes combinados de vuelos y alojamiento.	Bidaia-agenteek gosaria, aireportutik edo aireporturako garraioa edo hegaldia eta hotela konbinatzen dituzten eskaintzak eskaini ohi dituzte.	Por lo general, las agentes de viajes ofrecen paquetes que incluyen el desayuno, traslados desde y hasta el aeropuerto, e incluso paquetes combinados de vuelos y alojamiento.	Bidaia-agenteek gosaria, aireportutik edo aireporturako garraioa edo hegaldia eta hotela konbinatzen dituzten eskaintzak eskaini ohi dituzte.	0	0	1
Sin embargo, cualquier modificación o solicitud se debe realizar a través del agente de viajes en primer lugar, y no directamente a través del hotel.	Aldaketak edo eskaerak bidaia-agentearen bidez egin behar dira, ez hotelarekin zuzenean harremanetan jarrita.	Sin embargo, cualquier modificación o solicitud se debe realizar a través de la agente de viajes en primer lugar, y no directamente a través del hotel.	Aldaketak edo eskaerak bidaia-agentearen bidez egin behar dira, ez hotelarekin zuzenean harremanetan jarrita.	0	0	1
En algunos festivales, la mayoría de quienes asisten a los eventos musicales decide acampar en el lugar y la mayor parte de los espectadores considera que es un aspecto crucial de la experiencia.	Jaialdi batzuen kasuan, musika-jaialdietako parte-hartzaile gehienek bertan kanpatzea erabakitzen dute, eta esperientziaren ezinbesteko zati bat dela uste dute gehienek.	En algunos festivales, la mayoría de quienes asisten a los eventos musicales decide acampar en el lugar y la mayor parte de las espectadoras considera que es un aspecto crucial de la experiencia.	Jaialdi batzuen kasuan, musika-jaialdietako parte-hartzaile gehienek bertan kanpatzea erabakitzen dute, eta esperientziaren ezinbesteko zati bat dela uste dute gehienek.	0	0	1
Algunos festivales cuentan con áreas especiales de acampe, destinadas a los grupos familiares con hijos pequeños.	Haurrak dituzten familiek kanpatzeko erabil ditzaketen eremuak dituzte jaialdi batzuek.	Algunos festivales cuentan con áreas especiales de acampe, destinadas a los grupos familiares con hijas pequeñas.	Haurrak dituzten familiek kanpatzeko erabil ditzaketen eremuak dituzte jaialdi batzuek.	0	0	1
Si va a cruzar el norte del Báltico en época invernal, constate dónde se localiza la cabina, puesto que atravesar el hielo genera un ruido muy molesto para los más afectados.	Neguan Baltiko Iparraldea zeharkatzen ari bazara, egiaztatu kabinaren kokalekua, izotza zeharkatzeak zarata ikaragarria sortzen baitu eragin handiena jasaten dutenentzat.	Si va a cruzar el norte del Báltico en época invernal, constate dónde se localiza la cabina, puesto que atravesar el hielo genera un ruido muy molesto para las más afectadas.	Neguan Baltiko Iparraldea zeharkatzen ari bazara, egiaztatu kabinaren kokalekua, izotza zeharkatzeak zarata ikaragarria sortzen baitu eragin handiena jasaten dutenentzat.	0	0	1
Normalmente, los casinos realizan grandes esfuerzos para maximizar el tiempo y dinero que gastan sus clientes. Por lo general, no hay ventanas ni relojes y las salidas pueden ser difíciles de encontrar.	Kasinoek ahalegin handia egiten dute gonbidatuek ahalik eta denbora eta diru gehien xahu dezaten. Ez da leiho edo erlojurik egon ohi, eta irteerak ez dira erraz aurkitzen.	Normalmente, los casinos realizan grandes esfuerzos para maximizar el tiempo y dinero que gastan sus clientas. Por lo general, no hay ventanas ni relojes y las salidas pueden ser difíciles de encontrar.	Kasinoek ahalegin handia egiten dute gonbidatuek ahalik eta denbora eta diru gehien xahu dezaten. Ez da leiho edo erlojurik egon ohi, eta irteerak ez dira erraz aurkitzen.	0	0	1
Suelen ofrecer promociones especiales de comida, bebida y entretenimiento con el fin de mantener a los huéspedes de buen ánimo y dentro de las instalaciones.	Janari, edari eta denbora-pasako eskaintza bereziak izan ohi dituzte gonbidatuak umore onez mantentzeko eta bertan geratzeko.	Suelen ofrecer promociones especiales de comida, bebida y entretenimiento con el fin de mantener a las huéspedes de buen ánimo y dentro de las instalaciones.	Janari, edari eta denbora-pasako eskaintza bereziak izan ohi dituzte gonbidatuak umore onez mantentzeko eta bertan geratzeko.	0	0	1
Algunos establecimientos sirven bebidas espirituosas gratis. Aunque la embriaguez afecta el juicio y todo buen jugador sabe la importancia de mantenerse sobrio.	Leku batzuetan edari alkoholdunak etxearen kontura eskaintzen dituzte. Hala ere, mozkorkeria eta zentzutasuna ez doaz batera, eta apustulari onenek badakite zein garrantzitsua den mozkortu gabe egotea.	Algunos establecimientos sirven bebidas espirituosas gratis. Aunque la embriaguez afecta el juicio y toda buena jugadora sabe la importancia de mantenerse sobria.	Leku batzuetan edari alkoholdunak etxearen kontura eskaintzen dituzte. Hala ere, mozkorkeria eta zentzutasuna ez doaz batera, eta apustulari onenek badakite zein garrantzitsua den mozkortu gabe egotea.	0	0	1
Durante las tormentas de nieve puede caer una cantidad de nieve tal que lo deje atrapado en muy poco tiempo.	Bisutsa dagoenean, trabatuta geratzeko adina elur egin dezake.	Durante las tormentas de nieve puede caer una cantidad de nieve tal que la deje atrapada en muy poco tiempo.	Bisutsa dagoenean, trabatuta geratzeko adina elur egin dezake.	0	0	0
Es probable que los safaris sean el mayor atractivo turístico de África y la parte más memorable para muchos visitantes.	Afrikako safariak dira turistentzako atrakzio nagusia eta bisitari askorentzako momentu ahaztezin.	Es probable que los safaris sean el mayor atractivo turístico de África y la parte más memorable para muchas visitantes.	Afrikako safariak dira turistentzako atrakzio nagusia eta bisitari askorentzako momentu ahaztezin.	0	0	1
Planchar la ropa cuando aún está húmeda puede ayudar a secarla. Muchos hoteles cuentan con plancha y una tabla para prestar a los viajeros, incluso si no hay una en la habitación.	Bustita dagoen arropa lisatuta, bizkorrago lehortuko da. Hotel askok lisaburdina eta lisatzeko ohola dituzte mailegatzeko, nahiz eta gelan bat ere ez egon.	Planchar la ropa cuando aún está húmeda puede ayudar a secarla. Muchos hoteles cuentan con plancha y una tabla para prestar a las viajeras, incluso si no hay una en la habitación.	Bustita dagoen arropa lisatuta, bizkorrago lehortuko da. Hotel askok lisaburdina eta lisatzeko ohola dituzte mailegatzeko, nahiz eta gelan bat ere ez egon.	0	0	1
Puede ocurrir que los viajeros se topen con plagas de animales de las que no se tenga conocimiento en las regiones de dónde vienen.	Bidaiariek euren jaioterrian ezagutzen ez dituzten animalien izurriteak aurki ditzakete.	Puede ocurrir que las viajeras se topen con plagas de animales de las que no se tenga conocimiento en las regiones de dónde vienen.	Bidaiariek euren jaioterrian ezagutzen ez dituzten animalien izurriteak aurki ditzakete.	0	0	1
Los viajeros que visitan países con una carga tributaria alta pueden, a veces, ahorrar una cantidad significativa de dinero, particularmente en bienes tales como las bebidas espirituosas y el tabaco.	Zerga altuak dituzten herrialdeetako bidaiariek diru dirutza aurrez dezakete, alkoholdun produktuak eta tabakoa bezalako produktuetan batez ere.	Las viajeras que visitan países con una carga tributaria alta pueden, a veces, ahorrar una cantidad significativa de dinero, particularmente en bienes tales como las bebidas espirituosas y el tabaco.	Zerga altuak dituzten herrialdeetako bidaiariek diru dirutza aurrez dezakete, alkoholdun produktuak eta tabakoa bezalako produktuetan batez ere.	0	0	1
La gastronomía javanesa, actualmente disponible en todo el archipiélago, ofrece una variedad de platos sazonados con condimentos simples, con predominancia de los aromas predilectos de los javaneses, como los cacahuates, los chiles, el azúcar (en especial de coco javanés) y varias especias aromáticas.	Javako gastronomia artxipielago osoan dago erabilgarri gaur egun eta modu apalean ondutako hainbat otordu barne hartzen ditu. Izan ere, Javako biztanleen zapore gustukoenak kakahuetearena, txilearena, azukrearena (batez ere Javako koko-azukrea) eta hainbat espezia aromatikorena dira.	La gastronomía javanesa, actualmente disponible en todo el archipiélago, ofrece una variedad de platos sazonados con condimentos simples, con predominancia de los aromas predilectos de las javanesas, como los cacahuates, los chiles, el azúcar (en especial de coco javanés) y varias especias aromáticas.	Javako gastronomia artxipielago osoan dago erabilgarri gaur egun eta modu apalean ondutako hainbat otordu barne hartzen ditu. Izan ere, Javako biztanleen zapore gustukoenak kakahuetearena, txilearena, azukrearena (batez ere Javako koko-azukrea) eta hainbat espezia aromatikorena dira.	0	0	1
Los estribos son los soportes para los pies de los jinetes que cuelgan a ambos lados de la silla de montar.	Estribuak zaldizkoaren sostengua dira eta zelaren bi aldetan egoten dira zintzilik.	Los estribos son los soportes para los pies de las amazonas que cuelgan a ambos lados de la silla de montar.	Estribuak zaldizkoaren sostengua dira eta zelaren bi aldetan egoten dira zintzilik.	0	0	1
Si bien proporcionan mayor estabilidad al jinete, pueden presentar problemas de seguridad, ya que es posible que sus pies se atasquen en ellos.	Zaldizkoari egonkortasun handia ematen diete baina segurtasunarekin lotutako arriskuak egon daitezke, zaldizkoa trabatuta gera daitekeelako.	Si bien proporcionan mayor estabilidad a la amazona, pueden presentar problemas de seguridad, ya que es posible que sus pies se atasquen en ellos.	Zaldizkoari egonkortasun handia ematen diete baina segurtasunarekin lotutako arriskuak egon daitezke, zaldizkoa trabatuta gera daitekeelako.	0	0	1
Si un jinete es despedido del caballo, pero le queda un pie atorado en el estribo, puede ser arrastrado si el animal huye. Para reducir el riesgo, existe una serie de recaudos de seguridad.	Zaldizkoa zalditik erortzen bada baina hanketako bat estriboan trabatuta geratzen bada, zaldiak arrastaka eraman dezake alde eginez gero. Arriskua gutxitzeko, segurtasun neurri batzuk hartu behar dira.	Si una amazona es despedida del caballo, pero le queda un pie atorado en el estribo, puede ser arrastrada si el animal huye. Para reducir el riesgo, existe una serie de recaudos de seguridad.	Zaldizkoa zalditik erortzen bada baina hanketako bat estriboan trabatuta geratzen bada, zaldiak arrastaka eraman dezake alde eginez gero. Arriskua gutxitzeko, segurtasun neurri batzuk hartu behar dira.	0	0	1
En primer lugar, la mayoría de los jinetes usan botas de montar con taco que tiene una suela lista y bastante estrecha.	Lehenik, zaldizko gehienek takoidun botak daramatzate, zola leun eta zabala dutenak.	En primer lugar, la mayoría de las amazonas usan botas de montar con taco que tiene una suela lista y bastante estrecha.	Lehenik, zaldizko gehienek takoidun botak daramatzate, zola leun eta zabala dutenak.	0	0	1
Además, existen monturas, en especial las inglesas, con barras de seguridad que permiten que el cuero del estribo se desprenda de su estructura si un jinete que sale despedido tira hacia atrás.	Bigarrenik, zela batzuek, batez ere ingeles-estilokoek, segurtasunezko barrak dituzte eta, horiei esker, estriboaren uhalak zelatik askatzen dira zaldizkoa erori eta atzerantz bultza eginda.	Además, existen monturas, en especial las inglesas, con barras de seguridad que permiten que el cuero del estribo se desprenda de su estructura si una amazona que sale despedida tira hacia atrás.	Bigarrenik, zela batzuek, batez ere ingeles-estilokoek, segurtasunezko barrak dituzte eta, horiei esker, estriboaren uhalak zelatik askatzen dira zaldizkoa erori eta atzerantz bultza eginda.	0	0	1
Las cumbres también ofrecen vistas impactantes desde los picos. Escaladores de todos los rincones del globo constantemente delimitan nuevos caminos entre sus muros de potencial infinito.	Gailurretatik ikuspegiak izugarriak dira. Munduko eskalatzaile ugari bide berriak irekitzen ari dira aukera amaigabeko horma hauetan.	Las cumbres también ofrecen vistas impactantes desde los picos. Escaladoras de todos los rincones del globo constantemente delimitan nuevos caminos entre sus muros de potencial infinito.	Gailurretatik ikuspegiak izugarriak dira. Munduko eskalatzaile ugari bide berriak irekitzen ari dira aukera amaigabeko horma hauetan.	0	0	1
Esquiar es una actividad principal de viaje con muchos adeptos, en ocasiones llamados «amantes del esquí», que organizan sus vacaciones completamente en base al esquí en un sitio específico.	Eskia zale askoko jarduera bat da, bidaiatzea ere barne hartzen duena. Zale horiei “eski bidaiari” deitu ohi zaie, euren oporraldiak leku jakin batean eskiatzearen inguruan antolatzen baitituzte.	Esquiar es una actividad principal de viaje con muchas adeptas, en ocasiones llamadas «amantes del esquí», que organizan sus vacaciones completamente en base al esquí en un sitio específico.	Eskia zale askoko jarduera bat da, bidaiatzea ere barne hartzen duena. Zale horiei “eski bidaiari” deitu ohi zaie, euren oporraldiak leku jakin batean eskiatzearen inguruan antolatzen baitituzte.	0	0	1
La idea del esquí es muy antigua, ya que hay pinturas rupestres que representan esquiadores y que se remontan alrededor del 5.000 a.C.	Eskiatzearen ideia oso zaharra da. Kobetan eskiatzaileen irudiak aurki daitezke, K.a. 5.000. urtekoak!	La idea del esquí es muy antigua, ya que hay pinturas rupestres que representan esquiadoras y que se remontan alrededor del 5.000 a.C.	Eskiatzearen ideia oso zaharra da. Kobetan eskiatzaileen irudiak aurki daitezke, K.a. 5.000. urtekoak!	0	0	1
Como disciplina, el esquí alpino data de no después del siglo XVII. En 1861 los noruegos inauguraron el primer club recreativo de esquí en Australia.	Maldan beherako eskia 17. mendean sortu zen gutxienez, eta 1861an aisialdiko lehen eski elkartea sortu zuten norvegiarrek Australian.	Como disciplina, el esquí alpino data de no después del siglo XVII. En 1861 las noruegas inauguraron el primer club recreativo de esquí en Australia.	Maldan beherako eskia 17. mendean sortu zen gutxienez, eta 1861an aisialdiko lehen eski elkartea sortu zuten norvegiarrek Australian.	0	0	1
Mochilero en esquí: también conocido como esquí de zona rural, de travesía o senderismo en esquí.	Trabesiako eskia: jarduera honi eski ibilaldiak egitea ere deitzen zaio.	Mochilera en esquí: también conocido como esquí de zona rural, de travesía o senderismo en esquí.	Trabesiako eskia: jarduera honi eski ibilaldiak egitea ere deitzen zaio.	0	0	0
La cría de renos constituye un medio de vida fundamental entre los lapones y la cultura relacionada con esa actividad comercial es importante para muchos dedicados a otras profesiones.	Elur-oreinen hazkuntza oso sostengu garrantzitsua da Sámi-entzat eta tratuaren inguruko kultura ere garrantzitsua da bestelako lanbideetan.	La cría de renos constituye un medio de vida fundamental entre las laponas y la cultura relacionada con esa actividad comercial es importante para muchos dedicados a otras profesiones.	Elur-oreinen hazkuntza oso sostengu garrantzitsua da Sámi-entzat eta tratuaren inguruko kultura ere garrantzitsua da bestelako lanbideetan.	1	0	1
Aun así, incluso tradicionalmente, no todos los lapones se han dedicado a la cría de renos en gran escala, sino que vivieron de la pesca, la caza y otras actividades similares, utilizando a los renos, principalmente, como animales de tracción.	Tradizionalki, ordea, Sámi guztiak ez dira elur-oreinen hazkuntza masiboan aritu; aitzitik, arrantzaz,ehizaz edo antzerakoez bizi ziren eta elur-oreinak garraiorako animalia gisa erabiltzen zituzten gehienbat.	Aun así, incluso tradicionalmente, no todas las laponas se han dedicado a la cría de renos en gran escala, sino que vivieron de la pesca, la caza y otras actividades similares, utilizando a los renos, principalmente, como animales de tracción.	Tradizionalki, ordea, Sámi guztiak ez dira elur-oreinen hazkuntza masiboan aritu; aitzitik, arrantzaz,ehizaz edo antzerakoez bizi ziren eta elur-oreinak garraiorako animalia gisa erabiltzen zituzten gehienbat.	0	0	1
Hoy en día, muchos lapones trabajan en actividades comerciales modernas. El turismo representa un importante ingreso en Laponia, la región sámi.	Gaur egun, Sámi askok tratu modernoetan egiten dute lan. Turismoa diru-iturri garrantzitsua da Sápmi-n, Sámi-en lurraldean.	Hoy en día, muchas laponas trabajan en actividades comerciales modernas. El turismo representa un importante ingreso en Laponia, la región sámi.	Gaur egun, Sámi askok tratu modernoetan egiten dute lan. Turismoa diru-iturri garrantzitsua da Sápmi-n, Sámi-en lurraldean.	0	0	1
Si bien se la utiliza extensamente, en especial entre quienes no son romaníes, con frecuencia se le da al término gitano una connotación ofensiva, ya que se asocia con estereotipos negativos y apreciaciones inexactas acerca de los romaníes.	Oso erabilia den arren, batez ere erromaniak ez direnen artean, “ijito” hitza irain gisa hartzen da batzuetan, erromanien inguruko estereotipo negatiboekin eta pertzepzio okerrekin lotzen delako. 	Si bien se la utiliza extensamente, en especial entre quienes no son romaníes, con frecuencia se le da al término gitana una connotación ofensiva, ya que se asocia con estereotipos negativos y apreciaciones inexactas acerca de las romaníes.	Oso erabilia den arren, batez ere erromaniak ez direnen artean, “ijito” hitza irain gisa hartzen da batzuetan, erromanien inguruko estereotipo negatiboekin eta pertzepzio okerrekin lotzen delako. 	0	0	1
Es posible que quiera consultar las recomendaciones de otros gobiernos, pero están pensadas para sus propios ciudadanos.	Gobernuen gomendioak begiratzea ere gomendatzen dugu, baina euren gomendioak bertako biztanleei zuzenduta daude.	Es posible que quiera consultar las recomendaciones de otros gobiernos, pero están pensadas para sus propias ciudadanas.	Gobernuen gomendioak begiratzea ere gomendatzen dugu, baina euren gomendioak bertako biztanleei zuzenduta daude.	0	0	1
Por ejemplo, un visitante norteamericano en Medio Oriente podría enfrentar situaciones distintas a las de un europeo o un árabe.	Adibide gisa, posible da Ekialde Ertainean dauden Estatubatuarrek, Europarrek edo Arabiarrek egoera desberdina pairatzea.	Por ejemplo, una visitante norteamericana en Medio Oriente podría enfrentar situaciones distintas a las de una europea o una árabe.	Adibide gisa, posible da Ekialde Ertainean dauden Estatubatuarrek, Europarrek edo Arabiarrek egoera desberdina pairatzea.	0	0	0
Se recomienda enfáticamente a los viajeros que se informen sobre cualquier riesgo de clima extremo en el área que visitan, dado que ello puede afectar sus planes de viaje.	Bidaiariei gomendatzen zaie euren eskualdea eragin dezaketen eguraldi gogorren arriskuen jakitun izatea, bidaiaren planei eragiten dietelako.	Se recomienda enfáticamente a las viajeras que se informen sobre cualquier riesgo de clima extremo en el área que visitan, dado que ello puede afectar sus planes de viaje.	Bidaiariei gomendatzen zaie euren eskualdea eragin dezaketen eguraldi gogorren arriskuen jakitun izatea, bidaiaren planei eragiten dietelako.	0	0	1
Los pasajeros que tengan programada una cirugía de cambio de sexo en otro país deben asegurarse de llevar documentación válida para el viaje de vuelta.	Sexua berresleitzeko kirurgia jaso nahi duten bidaiariek ziurtatu behar dute itzulerako bidaiarako baliozko dokumentuak dituztela.	Las pasajeras que tengan programada una cirugía de cambio de sexo en otro país deben asegurarse de llevar documentación válida para el viaje de vuelta.	Sexua berresleitzeko kirurgia jaso nahi duten bidaiariek ziurtatu behar dute itzulerako bidaiarako baliozko dokumentuak dituztela.	0	0	1
